County_FIPS,SVI_county,Covid_cases,CHW_need,priority_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_high_demand_base_case_capacity_10,percentage_scenario_SVI_high_demand_base_case_capacity_20,percentage_scenario_SVI_high_demand_base_case_capacity_30,percentage_scenario_SVI_high_demand_base_case_capacity_40,percentage_scenario_SVI_high_demand_base_case_capacity_50,percentage_scenario_SVI_high_demand_base_case_capacity_60,percentage_scenario_SVI_high_demand_base_case_capacity_70,percentage_scenario_SVI_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
21145,0.2,38,17,0.064150943,0.029104195,0.040391029,0.114258045,0,0,100,100,100,100,100,100,0,0,35.29411765,100,100,100,100,100,0,29.41176471,76.47058824,100,100,100,100,100,0,0,100,100,100,100,100,100,0,29.41176471,70.58823529,100,100,100,100,100
21149,0.208333333,4,2,0.00754717,0.02495422,0.005608557,0.094047321,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,0,100,100,100,100,100,100,0,0,0,100,100,100,100,100,0,0,100,100,100,100,100,100
21151,0.266666667,68,29,0.109433962,0.048178993,0.074392139,0.141856807,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,24.13793103,41.37931034,89.65517241,100,100,100,100,100,0,0,100,100,100,100,100,100,24.13793103,41.37931034,89.65517241,100,100,100,100,100
21157,0.075,13,6,0.022641509,0.00806891,0.00684016,0.084472395,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,16.66666667,16.66666667,100,100,100,100,100,100,0,0,0,100,100,100,100,100,16.66666667,16.66666667,83.33333333,100,100,100,100,100
21161,0.516666667,8,3,0.011320755,0.0504981,0.027262777,0.076740706,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,33.33333333,66.66666667,100,100,100,100,100,0,0,0,100,100,100,100,100,0,33.33333333,66.66666667,100,100,100,100,100
21163,0.1,13,6,0.022641509,0.011837212,0.008389947,0.092941703,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,16.66666667,33.33333333,83.33333333,100,100,100,100,100,0,0,0,100,100,100,100,100,16.66666667,33.33333333,66.66666667,100,100,100,100,100
21179,0.091666667,40,17,0.064150943,0.019186809,0.012546397,0.164343488,0,0,100,100,100,100,100,100,0,0,0,100,100,100,100,100,11.76470588,41.17647059,70.58823529,100,100,100,100,100,0,0,0,100,100,100,100,100,29.41176471,41.17647059,70.58823529,100,100,100,100,100
21185,0.016666667,44,18,0.067924528,0.002564482,0.002934366,0.120812555,0,0,100,100,100,100,100,100,0,0,0,100,100,100,100,100,0,11.11111111,22.22222222,100,100,100,100,100,0,0,0,100,100,100,100,100,0,11.11111111,22.22222222,100,100,100,100,100
21191,0.191666667,5,2,0.00754717,0.014753444,0.008234703,0.06043771,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,50,50,100,100,100,100,100,100,0,0,0,100,100,100,100,100,0,50,100,100,100,100,100,100
21199,0.633333333,52,22,0.083018868,0.12138797,0.126678226,0.15048891,0,0,100,100,100,100,100,100,0,63.63636364,100,100,100,100,100,100,50,72.72727273,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,72.72727273,95.45454545,100,100,100,100,100
21209,0.125,36,15,0.056603774,0.01957911,0.020462185,0.122982728,0,0,100,100,100,100,100,100,0,0,0,100,100,100,100,100,13.33333333,33.33333333,60,100,100,100,100,100,0,0,0,100,100,100,100,100,13.33333333,33.33333333,46.66666667,100,100,100,100,100
21211,0.216666667,117,47,0.177358491,0.121634696,0.03125214,0.440784755,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,44.68085106,68.08510638,76.59574468,100,100,100,100,100,0,0,23.40425532,100,100,100,100,100,53.19148936,74.46808511,93.61702128,100,100,100,100,100
21213,0.083333333,11,4,0.01509434,0.010312698,0.004235428,0.097166092,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,50,75,100,100,100,100,100,0,0,0,100,100,100,100,100,0,25,75,100,100,100,100,100
21215,0.008333333,12,5,0.018867925,0.001276158,0,0.120239444,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,0,60,100,100,100,100,100,0,0,0,100,100,100,100,100,0,0,60,100,100,100,100,100
21227,0.575,223,92,0.347169811,0.233829483,0.227056363,0.319295369,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,39.13043478,41.30434783,91.30434783,100,100,100,100,100,0,100,100,100,100,100,100,100,39.13043478,46.73913043,91.30434783,100,100,100,100,100
21229,0.3,8,4,0.01509434,0.055795136,0.0108097,0.146028048,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,50,75,75,100,100,100,100,100,0,0,0,100,100,100,100,100,50,75,75,100,100,100,100,100
21239,0.041666667,13,6,0.022641509,0.005353439,0.002927506,0.10088005,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,16.66666667,33.33333333,100,100,100,100,100,0,0,0,100,100,100,100,100,0,16.66666667,33.33333333,100,100,100,100,100
22015,0.09375,409,169,0.20320197,0.027553604,0.086338719,0.304899903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.917159763,5.917159763,5.917159763,12.4260355,12.4260355,12.4260355,12.4260355,0,0,0,0,0,0,0,0,5.917159763,5.917159763,5.917159763,5.917159763,12.4260355,12.4260355,12.4260355,12.4260355
22019,0.25,1507,606,0.74137931,0.23071531,0.367963359,0.886460539,0,0,0,0,21.94719472,98.67986799,100,100,0,0,0,0,0,15.34653465,92.07920792,100,0.165016502,3.795379538,9.570957096,21.61716172,29.8679868,29.8679868,36.13861386,41.08910891,0,0,0,0,0,0,36.30363036,100,6.435643564,23.76237624,29.8679868,36.13861386,44.55445545,48.84488449,61.88118812,64.35643564
22055,0.125,1629,687,0.841133005,0.102247145,0.220344386,0.829306278,0,0,0,51.67394469,100,100,100,100,0,0,0,0,0,0,0,0,3.347889374,3.347889374,5.822416303,8.151382824,16.88500728,18.77729258,25.76419214,31.14992722,0,0,0,0,0,0,0,0,5.96797671,16.73944687,18.77729258,31.14992722,39.01018923,52.83842795,60.69868996,63.60989811
22063,0.078125,582,238,0.28817734,0.030455421,0.078713486,0.437032095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74789916,20.16806723,32.35294118,39.49579832,45.37815126,0,0,0,0,0,0,0,0,0,0,19.74789916,20.16806723,32.35294118,44.95798319,45.37815126,55.04201681
22093,0.15625,79,32,0.034482759,0.062476753,0.023797783,0.359514338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22101,0.78125,312,132,0.157635468,0.628722624,0.297018329,0.722497041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,24.24242424,40.90909091,61.36363636,81.81818182,93.18181818,0,0,0,0,0,0,0,0,0,0,0,0,15.90909091,33.33333333,40.90909091,51.51515152
22103,0.03125,886,372,0.45320197,0.00196534,0.057256659,0.351693455,0,0,0,0,0,0,12.90322581,100,0,0,0,0,0,0,0,0,7.795698925,11.02150538,11.02150538,11.02150538,15.05376344,15.32258065,15.32258065,21.50537634,0,0,0,0,0,0,0,0,10.75268817,11.02150538,11.02150538,13.44086022,15.32258065,15.32258065,19.08602151,25
22105,0.6875,561,225,0.272167488,0.368634381,0.660311058,0.437319365,0,0,0,0,0,0,0,0,0,0,0,90.66666667,100,100,100,100,15.55555556,31.11111111,36.44444444,51.55555556,80.88888889,84.88888889,85.33333333,92,0,0,66.22222222,100,100,100,100,100,15.11111111,20,31.55555556,36.44444444,51.55555556,65.33333333,80.88888889,84.88888889
22109,0.71875,666,288,0.349753695,0.578900276,0.59547234,0.724740156,0,0,0,0,0,0,0,0,0,96.18055556,100,100,100,100,100,100,17.70833333,39.58333333,49.30555556,49.30555556,52.77777778,73.95833333,82.29166667,84.72222222,0,0,0,0,13.19444444,100,100,100,17.70833333,39.58333333,39.93055556,49.30555556,49.30555556,52.43055556,64.23611111,74.30555556
22113,0.5,303,128,0.15270936,0.331210229,0.219770574,0.580002442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28125,23.4375,49.21875,49.21875,57.03125,63.28125,71.09375,71.09375,0,0,0,0,0,0,0,0,14.0625,23.4375,49.21875,49.21875,57.03125,62.5,70.3125,71.09375
22115,0.265625,135,58,0.066502463,0.084340077,0.099041455,0.235011382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06896552,12.06896552,12.06896552,25.86206897,32.75862069,0,0,0,0,0,0,0,0,0,0,0,10.34482759,12.06896552,12.06896552,12.06896552,25.86206897
23001,0.8125,20,7,0.116666667,1,0.833253262,0.315917749,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23005,0.25,157,60,1,0.973963344,0.690656574,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23007,0.4375,2,1,0.016666667,0.275323065,0.107014225,0.161533251,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23009,0.375,2,1,0.016666667,0.12988797,0.178688957,0.088906816,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23011,0.625,3,1,0.016666667,0.097141248,0.722281758,0.039895238,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23013,0.3125,1,0,0,0,0.100271061,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23017,0.5625,9,3,0.05,0.556109708,0.294163044,0.253767117,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23019,0.6875,17,6,0.1,0.513525171,1,0.191728392,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23023,0.0625,1,1,0.016666667,0.033469493,0,0.137456889,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23025,0.9375,3,1,0.016666667,0.349251616,0.443938037,0.09562348,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23027,0.5,3,1,0.016666667,0.239627236,0.171404773,0.123016558,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23029,1,2,1,0.016666667,0.59605139,0.288764473,0.152996361,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
23031,0.125,51,20,0.333333333,0.232534056,0.227012316,0.477500632,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
24009,0.125,38,17,0.029598309,0.009740668,0.012386993,0.181523221,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,11.76470588,29.41176471,58.82352941,100,100,100,100,100,0,0,0,100,100,100,100,100,11.76470588,29.41176471,58.82352941,100,100,100,100,100
24013,0.083333333,86,35,0.067653277,0,0.015806029,0.220685159,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,2.857142857,11.42857143,45.71428571,100,100,100,100,100,0,0,0,100,100,100,100,100,2.857142857,11.42857143,48.57142857,100,100,100,100,100
24015,0.541666667,49,20,0.035940803,0.145226824,0.071003506,0.196364576,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,40,55,80,100,100,100,100,100,0,0,0,100,100,100,100,100,40,55,80,100,100,100,100,100
24021,0.291666667,115,44,0.086680761,0.056335446,0.093498116,0.164716844,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,11.36363636,20.45454545,45.45454545,100,100,100,100,100,0,0,0,100,100,100,100,100,11.36363636,20.45454545,43.18181818,100,100,100,100,100
24023,0.416666667,16,7,0.00845666,0.134719152,0.013521951,0.272288768,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,28.57142857,57.14285714,100,100,100,100,100,100,0,0,0,100,100,100,100,100,28.57142857,57.14285714,100,100,100,100,100,100
24025,0.166666667,161,65,0.131078224,0.042361778,0.052822221,0.308578623,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,15.38461538,30.76923077,53.84615385,100,100,100,100,100,0,0,0,100,100,100,100,100,15.38461538,32.30769231,55.38461538,100,100,100,100,100
24035,0.041666667,60,25,0.046511628,0.006079627,0,0.743727924,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,8,52,100,100,100,100,100,0,0,0,100,100,100,100,100,0,12,64,100,100,100,100,100
24037,0.458333333,69,30,0.057082452,0.174203087,0.065145589,0.326232966,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,40,63.33333333,86.66666667,100,100,100,100,100,0,0,0,100,100,100,100,100,40,63.33333333,86.66666667,100,100,100,100,100
24043,0.75,46,21,0.038054968,0.144336564,0.146461363,0.099855151,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,33.33333333,66.66666667,90.47619048,100,100,100,100,100,0,0,0,100,100,100,100,100,33.33333333,66.66666667,90.47619048,100,100,100,100,100
25003,0.642857143,18,7,0.022727273,0.087840187,0.109836317,0,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,57.14285714,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,57.14285714,100,100,100,100,100,100,100
25007,0.071428571,10,4,0.009090909,0.002086038,0,0.885248143,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,25,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,25,100,100,100,100,100,100,100
25011,0.357142857,14,6,0.018181818,0.0644747,0.032831224,0.148870414,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100
25019,0.142857143,5,2,0,0.044122691,0.000475785,0.62944273,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100
25023,0.5,126,51,0.222727273,0.153615047,0.347192999,0.224283373,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,45.09803922,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,45.09803922,100,100,100,100,100,100,100
26005,0.168674699,61,25,0.050505051,0.022752457,0.010979013,0.13326439,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,40,72,100,100,100,100,100,100,0,0,100,100,100,100,100,100,40,72,100,100,100,100,100,100
26007,0.397590361,1,0,0,0,0.006400577,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26015,0.060240964,36,15,0.03030303,0.009356185,0.001995845,0.15344144,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,46.66666667,86.66666667,100,100,100,100,100,100,0,0,100,100,100,100,100,100,46.66666667,93.33333333,100,100,100,100,100,100
26017,0.518072289,43,18,0.036363636,0.055339966,0.030764042,0.105532028,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,94.44444444,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,94.44444444,100,100,100,100,100,100
26021,0.831325301,122,53,0.107070707,0.176984631,0.073010749,0.210329561,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,43.39622642,83.01886792,100,100,100,100,100,100,0,100,100,100,100,100,100,100,41.50943396,81.13207547,100,100,100,100,100,100
26023,0.795180723,12,5,0.01010101,0.056726768,0.019618981,0.070478712,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,60,80,100,100,100,100,100,100,0,0,100,100,100,100,100,100,60,80,100,100,100,100,100,100
26027,0.361445783,44,18,0.036363636,0.078618575,0.010502224,0.214890771,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,55.55555556,94.44444444,100,100,100,100,100,100,0,0,100,100,100,100,100,100,55.55555556,94.44444444,100,100,100,100,100,100
26029,0.072289157,5,2,0.004040404,0.003428991,0.001017839,0.046862873,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,50,100,100,100,100,100,100
26037,0.036144578,68,26,0.052525253,0.007502062,0.001540282,0.205056354,0,30.76923077,100,100,100,100,100,100,0,0,100,100,100,100,100,100,7.692307692,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,11.53846154,57.69230769,100,100,100,100,100,100
26041,0.409638554,10,4,0.008080808,0.02815474,0.008358793,0.067902607,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,25,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,25,75,100,100,100,100,100,100
26043,0.21686747,11,4,0.008080808,0.021096138,0.003090169,0.096104628,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,25,75,100,100,100,100,100,100,0,0,100,100,100,100,100,100,25,75,100,100,100,100,100,100
26047,0.13253012,16,7,0.014141414,0.017460835,0.002427788,0.130162591,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,28.57142857,85.71428571,100,100,100,100,100,100,0,0,100,100,100,100,100,100,42.85714286,85.71428571,100,100,100,100,100,100
26055,0.180722892,46,20,0.04040404,0.024498264,0.009355672,0.133923841,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,70,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,70,100,100,100,100,100,100
26059,0.626506024,15,6,0.012121212,0.051004198,0.016243943,0.080429697,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,100,100,100,100,100,100,100
26061,0.614457831,15,5,0.01010101,0.052543318,0.012626638,0.084481413,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,40,100,100,100,100,100,100,100
26063,0.265060241,12,6,0.012121212,0.031352496,0.004688719,0.116859304,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,16.66666667,83.33333333,100,100,100,100,100,100,0,0,100,100,100,100,100,100,33.33333333,83.33333333,100,100,100,100,100,100
26067,0.590361446,17,6,0.012121212,0.03432226,0.021452807,0.057437251,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100
26075,0.710843373,62,23,0.046464646,0.063976667,0.064078195,0.088916723,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,47.82608696,86.95652174,100,100,100,100,100,100,0,100,100,100,100,100,100,100,43.47826087,86.95652174,100,100,100,100,100,100
26079,0.662650602,9,3,0.006060606,0.070789082,0.006511867,0.105540085,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100
26087,0.228915663,30,12,0.024242424,0.019366788,0.011405442,0.083582981,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,16.66666667,83.33333333,100,100,100,100,100,100,0,0,100,100,100,100,100,100,16.66666667,83.33333333,100,100,100,100,100,100
26091,0.506024096,63,26,0.052525253,0.083081102,0.028233776,0.162205961,0,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,38.46153846,88.46153846,100,100,100,100,100,100,0,0,100,100,100,100,100,100,38.46153846,88.46153846,100,100,100,100,100,100
26093,0.012048193,39,16,0.032323232,0.000635991,0.001231047,0.0521513,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,6.25,18.75,100,100,100,100,100,100,0,0,100,100,100,100,100,100,6.25,18.75,100,100,100,100,100,100
26099,0.373493976,449,189,0.381818182,0.050530415,0.184157647,0.133661098,0,100,100,100,100,100,100,100,67.1957672,100,100,100,100,100,100,100,33.86243386,78.83597884,100,100,100,100,100,100,32.27513228,100,100,100,100,100,100,100,35.44973545,78.30687831,100,100,100,100,100,100
26103,0.337349398,25,9,0.018181818,0.028204767,0.012762984,0.082599673,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,22.22222222,66.66666667,100,100,100,100,100,100,0,0,100,100,100,100,100,100,11.11111111,55.55555556,100,100,100,100,100,100
26105,0.385542169,24,9,0.018181818,0.074702707,0.006264395,0.191425687,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,33.33333333,77.77777778,100,100,100,100,100,100,0,0,100,100,100,100,100,100,33.33333333,77.77777778,100,100,100,100,100,100
26107,0.734939759,11,5,0.01010101,0.052817076,0.017994751,0.071000004,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,60,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,60,100,100,100,100,100,100,100
26109,0.289156627,29,12,0.024242424,0.092868769,0.003756142,0.317301629,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,33.33333333,83.33333333,100,100,100,100,100,100,0,0,100,100,100,100,100,100,41.66666667,100,100,100,100,100,100,100
26111,0.156626506,15,7,0.014141414,0.008175867,0.007357309,0.051570853,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,28.57142857,85.71428571,100,100,100,100,100,100,0,0,100,100,100,100,100,100,28.57142857,71.42857143,100,100,100,100,100,100
26113,0.56626506,9,4,0.008080808,0.093862928,0.004766264,0.163760852,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,75,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,75,100,100,100,100,100,100,100
26115,0.144578313,54,22,0.044444444,0.013212537,0.012230075,0.090285669,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,27.27272727,68.18181818,100,100,100,100,100,100,0,0,100,100,100,100,100,100,27.27272727,68.18181818,100,100,100,100,100,100
26117,0.771084337,36,13,0.026262626,0.098615594,0.027614483,0.12635123,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,76.92307692,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,76.92307692,100,100,100,100,100,100,100
26121,0.903614458,116,49,0.098989899,0.159112572,0.088720455,0.173963079,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,57.14285714,97.95918367,100,100,100,100,100,100,0,100,100,100,100,100,100,100,55.10204082,93.87755102,100,100,100,100,100,100
26123,0.807228916,32,13,0.026262626,0.135548656,0.022006142,0.16589537,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,84.61538462,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,84.61538462,100,100,100,100,100,100,100
26127,0.987951807,114,43,0.086868687,1,0.014759767,1,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,95.34883721,100,100,100,100,100,100,100
26133,0.951807229,20,8,0.016161616,0.2038129,0.012496448,0.21155263,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,87.5,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,87.5,100,100,100,100,100,100,100
26137,0.421686747,3,1,0.002020202,0.010748127,0.005782865,0.025181327,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100
26139,0.192771084,250,103,0.208080808,0.043469842,0.031029088,0.222782942,0,100,100,100,100,100,100,100,0,97.08737864,100,100,100,100,100,100,36.89320388,75.72815534,100,100,100,100,100,100,0,100,100,100,100,100,100,100,41.74757282,86.40776699,100,100,100,100,100,100
26145,0.915662651,128,54,0.109090909,0.159496468,0.100164102,0.172088294,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,48.14814815,90.74074074,100,100,100,100,100,100,0,100,100,100,100,100,100,100,46.2962963,87.03703704,100,100,100,100,100,100
26147,0.301204819,54,20,0.04040404,0.023476364,0.027229864,0.077002474,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,20,70,100,100,100,100,100,100,0,0,100,100,100,100,100,100,20,65,100,100,100,100,100,100
26149,0.843373494,61,24,0.048484848,0.206687671,0.029101724,0.242119843,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,54.16666667,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,54.16666667,100,100,100,100,100,100,100
26151,0.602409639,9,3,0.006060606,0.027160887,0.014093534,0.044543854,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,66.66666667,100,100,100,100,100,100,100
26155,0.120481928,12,5,0.01010101,0.005469215,0.004627045,0.044847564,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,20,80,100,100,100,100,100,100,0,0,100,100,100,100,100,100,20,80,100,100,100,100,100,100
26157,0.457831325,16,7,0.014141414,0.037425121,0.013783655,0.080759472,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,42.85714286,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,42.85714286,100,100,100,100,100,100,100
26159,0.855421687,43,18,0.036363636,0.127203361,0.036499974,0.146910924,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,83.33333333,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,83.33333333,100,100,100,100,100,100,100
