County_FIPS,SVI_county,Covid_cases,CHW_need,priority_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_10,percentage_scenario_high_demand_base_case_capacity_20,percentage_scenario_high_demand_base_case_capacity_30,percentage_scenario_high_demand_base_case_capacity_40,percentage_scenario_high_demand_base_case_capacity_50,percentage_scenario_high_demand_base_case_capacity_60,percentage_scenario_high_demand_base_case_capacity_70,percentage_scenario_high_demand_base_case_capacity_80,percentage_scenario_SVI_high_demand_base_case_capacity_10,percentage_scenario_SVI_high_demand_base_case_capacity_20,percentage_scenario_SVI_high_demand_base_case_capacity_30,percentage_scenario_SVI_high_demand_base_case_capacity_40,percentage_scenario_SVI_high_demand_base_case_capacity_50,percentage_scenario_SVI_high_demand_base_case_capacity_60,percentage_scenario_SVI_high_demand_base_case_capacity_70,percentage_scenario_SVI_high_demand_base_case_capacity_80,percentage_scenario_SVI_hotspot_base_case_capacity_10,percentage_scenario_SVI_hotspot_base_case_capacity_20,percentage_scenario_SVI_hotspot_base_case_capacity_30,percentage_scenario_SVI_hotspot_base_case_capacity_40,percentage_scenario_SVI_hotspot_base_case_capacity_50,percentage_scenario_SVI_hotspot_base_case_capacity_60,percentage_scenario_SVI_hotspot_base_case_capacity_70,percentage_scenario_SVI_hotspot_base_case_capacity_80,percentage_scenario_SVI_pop_base_case_capacity_10,percentage_scenario_SVI_pop_base_case_capacity_20,percentage_scenario_SVI_pop_base_case_capacity_30,percentage_scenario_SVI_pop_base_case_capacity_40,percentage_scenario_SVI_pop_base_case_capacity_50,percentage_scenario_SVI_pop_base_case_capacity_60,percentage_scenario_SVI_pop_base_case_capacity_70,percentage_scenario_SVI_pop_base_case_capacity_80,percentage_scenario_hotspot_base_case_capacity_10,percentage_scenario_hotspot_base_case_capacity_20,percentage_scenario_hotspot_base_case_capacity_30,percentage_scenario_hotspot_base_case_capacity_40,percentage_scenario_hotspot_base_case_capacity_50,percentage_scenario_hotspot_base_case_capacity_60,percentage_scenario_hotspot_base_case_capacity_70,percentage_scenario_hotspot_base_case_capacity_80
55047,0.680555556,10,4,0.003568243,0.123537296,0.012698897,0.181524191,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,25,75,100,100,100,100,0,0,0,0,0,100,100,100,0,0,25,75,100,100,100,100
55049,0.027777778,13,5,0.004460303,0.005005247,0,0.180188889,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,0,40,100,100,100,100,0,0,0,0,0,100,100,100,0,0,0,40,60,100,100,100
55053,0.902777778,9,4,0.003568243,0.149898675,0.01872602,0.166041609,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,25,50,100,100,100,100,100,0,0,0,0,0,100,100,100,0,25,50,100,100,100,100,100
55055,0.486111111,119,48,0.042818912,0.234626714,0.042466618,0.482660668,0,0,0,0,100,100,100,100,0,0,0,100,100,100,100,100,22.91666667,31.25,62.5,68.75,81.25,100,100,100,0,0,0,31.25,100,100,100,100,22.91666667,45.83333333,62.5,68.75,81.25,100,100,100
55057,0.805555556,13,5,0.004460303,0.1297738,0.021630537,0.161098511,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,20,60,100,100,100,100,100,0,0,0,0,0,100,100,100,0,20,40,80,100,100,100,100
55061,0.152777778,18,8,0.007136485,0.051098753,0.002573999,0.334464562,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,75,87.5,100,100,100,100,0,0,0,0,0,100,100,100,0,62.5,75,87.5,100,100,100,100
55065,0.361111111,7,3,0.002676182,0.055102878,0.005649486,0.152592586,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,33.33333333,33.33333333,100,100,100,100,0,0,0,0,0,100,100,100,0,0,33.33333333,33.33333333,100,100,100,100
55067,0.763888889,2,1,0.000892061,0.033929849,0.014664164,0.044417257,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,100,100,100,0,0,0,100,100,100,100,100
55069,0.236111111,14,6,0.005352364,0.043302359,0.006207428,0.183398228,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,0,33.33333333,83.33333333,100,100,100,0,0,0,0,0,100,100,100,0,0,0,16.66666667,66.66666667,100,100,100
55071,0.402777778,56,24,0.021409456,0.103622926,0.0328532,0.257270712,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,12.5,16.66666667,20.83333333,41.66666667,91.66666667,100,100,100,0,0,0,0,100,100,100,100,12.5,16.66666667,20.83333333,41.66666667,87.5,100,100,100
55073,0.319444444,119,50,0.044603033,0.100512717,0.04462597,0.314648506,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,10,20,38,64,88,100,100,100,0,0,0,100,100,100,100,100,12,22,38,64,86,100,100,100
55075,0.694444444,40,18,0.016057092,0.262480052,0.028833832,0.377971275,0,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,0,27.77777778,44.44444444,77.77777778,94.44444444,100,100,100,0,0,0,0,100,100,100,100,0,27.77777778,44.44444444,72.22222222,94.44444444,100,100,100
55077,0.625,37,16,0.014272971,0.559750319,0.009279259,0.895600511,0,0,0,0,0,100,100,100,0,0,0,0,62.5,100,100,100,0,25,50,100,100,100,100,100,0,0,0,0,0,100,100,100,0,25,62.5,100,100,100,100,100
55081,0.888888889,72,30,0.02676182,0.498857082,0.041728269,0.561214217,0,0,0,0,100,100,100,100,0,0,0,100,100,100,100,100,36.66666667,70,90,100,100,100,100,100,0,0,0,0,100,100,100,100,36.66666667,70,90,100,100,100,100,100
55083,0.166666667,27,13,0.011596789,0.049107821,0.005876153,0.294646928,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,15.38461538,38.46153846,84.61538462,100,100,100,0,0,0,0,0,100,100,100,0,0,23.07692308,38.46153846,61.53846154,100,100,100
55087,0.208333333,174,73,0.065120428,0.07006896,0.039677197,0.336331006,0,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,6.849315068,17.80821918,23.28767123,49.31506849,76.71232877,100,100,100,0,0,0,0,100,100,100,100,9.589041096,19.17808219,30.1369863,54.79452055,76.71232877,100,100,100
55089,0.041666667,96,43,0.038358608,0.017274803,0.003169608,0.414595276,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,0,0,0,11.62790698,46.51162791,100,100,100,0,0,0,0,0,100,100,100,0,0,0,13.95348837,55.81395349,100,100,100
55091,0.25,14,7,0.006244425,0.205125522,0.001215862,0.820502089,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,57.14285714,57.14285714,100,100,100,100,0,0,0,0,0,100,100,100,0,57.14285714,57.14285714,100,100,100,100,100
55093,0.180555556,35,16,0.014272971,0.059107703,0.007189472,0.327365742,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,18.75,43.75,75,87.5,100,100,100,0,0,0,0,0,100,100,100,0,18.75,43.75,75,87.5,100,100,100
55095,0.194444444,17,6,0.005352364,0.022908972,0.008151474,0.11781757,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,16.66666667,66.66666667,83.33333333,83.33333333,100,100,100,0,0,0,0,0,100,100,100,0,16.66666667,50,66.66666667,83.33333333,100,100,100
55097,0.416666667,107,43,0.038358608,0.216021292,0.030161032,0.518451102,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,18.60465116,37.20930233,58.13953488,65.11627907,95.34883721,100,100,100,0,0,0,0,100,100,100,100,18.60465116,46.51162791,58.13953488,67.44186047,95.34883721,100,100,100
55101,0.861111111,173,72,0.064228368,0.270090601,0.175767154,0.313653601,0,0,0,90.27777778,100,100,100,100,0,0,0,100,100,100,100,100,13.88888889,45.83333333,52.77777778,65.27777778,83.33333333,100,100,100,0,0,62.5,100,100,100,100,100,12.5,45.83333333,51.38888889,63.88888889,75,100,100,100
55103,0.708333333,2,1,0.000892061,0.03437722,0.012340529,0.048532545,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,100,100,100,0,0,0,100,100,100,100,100
55105,0.875,178,74,0.066012489,0.340708029,0.147754535,0.389380604,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,22.97297297,32.43243243,62.16216216,75.67567568,94.59459459,100,100,100,0,0,0,100,100,100,100,100,18.91891892,32.43243243,60.81081081,75.67567568,93.24324324,100,100,100
55107,0.75,0,0,0,0,0.010467315,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55109,0.069444444,117,48,0.042818912,0.03227333,0.005714666,0.464735954,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,0,8.333333333,37.5,60.41666667,81.25,100,100,100,0,0,0,0,0,100,100,100,0,10.41666667,52.08333333,64.58333333,81.25,100,100,100
55111,0.611111111,61,27,0.024085638,0.220847272,0.04006921,0.361386445,0,0,0,0,77.77777778,100,100,100,0,0,0,0,100,100,100,100,11.11111111,51.85185185,70.37037037,92.59259259,100,100,100,100,0,0,0,0,100,100,100,100,18.51851852,51.85185185,70.37037037,92.59259259,100,100,100,100
55115,0.291666667,17,7,0.006244425,0.042378302,0.011855501,0.145297037,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,14.28571429,42.85714286,57.14285714,71.42857143,100,100,100,0,0,0,0,0,100,100,100,0,14.28571429,42.85714286,42.85714286,71.42857143,100,100,100
55117,0.597222222,85,35,0.031222123,0.154443833,0.071466277,0.258603627,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,17.14285714,28.57142857,37.14285714,62.85714286,77.14285714,100,100,100,0,0,0,100,100,100,100,100,20,28.57142857,37.14285714,62.85714286,74.28571429,100,100,100
55119,0.513888889,11,5,0.004460303,0.107444623,0.010282189,0.209081428,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,0,20,80,100,100,100,100,0,0,0,0,0,100,100,100,0,0,20,80,100,100,100,100
55121,0.666666667,66,27,0.024085638,0.520477668,0.019893204,0.780716502,0,0,0,0,44.44444444,100,100,100,0,0,0,0,100,100,100,100,0,25.92592593,40.74074074,74.07407407,100,100,100,100,0,0,0,0,0,100,100,100,0,29.62962963,59.25925926,81.48148148,100,100,100,100
55123,0.819444444,5,2,0.001784121,0.045715113,0.025536135,0.055787935,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,50,50,100,100,100,100,100,0,0,0,0,100,100,100,100,0,50,50,100,100,100,100,100
55127,0.638888889,179,72,0.064228368,0.380105096,0.068331553,0.594947107,0,0,0,94.44444444,100,100,100,100,0,0,0,100,100,100,100,100,22.22222222,43.05555556,77.77777778,86.11111111,94.44444444,100,100,100,0,0,0,100,100,100,100,100,22.22222222,50,81.94444444,86.11111111,94.44444444,100,100,100
55131,0.013888889,110,42,0.037466548,0.003690791,0.001271487,0.265736924,0,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,0,0,7.142857143,19.04761905,61.9047619,100,100,100,0,0,0,0,0,100,100,100,0,4.761904762,7.142857143,19.04761905,59.52380952,100,100,100
55135,0.458333333,66,28,0.024977698,0.212345294,0.024038928,0.463298824,0,0,0,0,100,100,100,100,0,0,0,0,100,100,100,100,10.71428571,32.14285714,46.42857143,78.57142857,100,100,100,100,0,0,0,0,3.571428571,100,100,100,10.71428571,32.14285714,46.42857143,78.57142857,100,100,100,100
55137,0.791666667,17,7,0.006244425,0.195601878,0.019333718,0.247076056,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,0,28.57142857,57.14285714,71.42857143,100,100,100,100,0,0,0,0,0,100,100,100,0,28.57142857,57.14285714,71.42857143,85.71428571,100,100,100
55141,0.347222222,48,18,0.016057092,0.072605248,0.025993577,0.209103114,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,5.555555556,27.77777778,38.88888889,55.55555556,88.88888889,100,100,100,0,0,0,0,100,100,100,100,5.555555556,27.77777778,38.88888889,55.55555556,83.33333333,100,100,100
56003,0.869565217,10,4,0.137931034,0.599724058,0.196213199,0.593119906,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,75,100,100,100,100,100,100,50,100,100,100,100,100,100,100
56007,0.956521739,6,2,0.068965517,0.253635964,0.284374024,0.228039026,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,50,100,100,100,100,100,100,0,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100
56009,0.434782609,2,1,0.034482759,0.063739694,0.111858446,0.126075588,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100
56011,0.086956522,0,0,0,0,0.004188917,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56013,1,30,12,0.413793103,0.614426097,0.784440699,0.52840004,0,100,100,100,100,100,100,100,33.33333333,100,100,100,100,100,100,100,50,91.66666667,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,83.33333333,100,100,100,100,100,100
56015,0.608695652,5,2,0.068965517,0.185895268,0.153293363,0.262640274,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,50,50,100,100,100,100,100,100
56019,0.391304348,1,1,0.034482759,0.094298068,0.057369835,0.207243688,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100
56021,0.52173913,68,29,1,0.317808261,1,0.523847603,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.37931034,72.4137931,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.82758621,72.4137931,100,100,100,100,100,100
56025,0.565217391,41,16,0.551724138,0.230207439,0.892998082,0.350265228,25,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,18.75,62.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18.75,62.5,100,100,100,100,100,100
56029,0.130434783,29,11,0.379310345,0.101100335,0.066599389,0.666580131,0,18.18181818,100,100,100,100,100,100,0,0,100,100,100,100,100,100,18.18181818,45.45454545,100,100,100,100,100,100,0,0,100,100,100,100,100,100,18.18181818,45.45454545,100,100,100,100,100,100
56031,0.260869565,0,0,0,0,0.03620845,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56033,0.217391304,6,3,0.103448276,0.044590389,0.120539113,0.176397441,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,33.33333333,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,33.33333333,100,100,100,100,100,100
56035,0.043478261,4,2,0.068965517,0.017931153,0,0.354673902,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,50,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,50,100,100,100,100,100,100
56043,0.826086957,5,2,0.068965517,0.417053156,0.124316795,0.434169024,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100
56045,0.739130435,2,1,0.034482759,0.213616853,0.095280005,0.248546479,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100
1003,0.029850746,656,271,0.240723982,0.0036183,0.017471333,0.187898363,0,0,0,0,0,0,55.7195572,100,0,0,0,0,0,0,0,0,5.904059041,5.904059041,6.273062731,6.273062731,18.4501845,26.93726937,32.47232472,42.43542435,0,0,0,0,0,0,0,0,5.904059041,6.273062731,6.273062731,18.4501845,27.30627306,34.68634686,45.38745387,64.57564576
1019,0.134328358,59,24,0.01719457,0.020909671,0.006257515,0.107098411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,16.66666667,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,16.66666667,16.66666667
1021,0.597014925,136,59,0.048868778,0.157324919,0.099403435,0.196722221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28813559,37.28813559,38.98305085,38.98305085,59.3220339,66.10169492,76.27118644,83.05084746,0,0,0,0,0,0,0,0,37.28813559,37.28813559,37.28813559,38.98305085,38.98305085,59.3220339,66.10169492,67.79661017
1027,0.268656716,31,13,0.007239819,0.04838244,0.006754062,0.116481573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.53846154,61.53846154,61.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.53846154,61.53846154
1041,0.417910448,12,6,0.000904977,0.032221488,0.015760944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,33.33333333,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667
1049,0.656716418,402,167,0.146606335,0.306109236,0.183450398,0.413360494,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,46.70658683,47.30538922,54.49101796,69.46107784,83.83233533,96.40718563,96.40718563,97.00598802,0,0,0,0,0,0,100,100,46.70658683,47.30538922,54.49101796,65.86826347,83.83233533,92.81437126,96.40718563,96.40718563
1057,0.462686567,23,11,0.005429864,0.057611753,0.023454149,0.049813801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,27.27272727,63.63636364,72.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,27.27272727,27.27272727
1061,0.641791045,34,13,0.007239819,0.059237777,0.061639307,0.012531677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,23.07692308,53.84615385,76.92307692,76.92307692,76.92307692,76.92307692,0,0,0,0,0,0,0,0,0,15.38461538,23.07692308,23.07692308,38.46153846,53.84615385,76.92307692,76.92307692
1073,0.373134328,2655,1110,1,0.122235527,1,0.269992689,43.51351351,87.02702703,100,100,100,100,100,100,43.51351351,87.02702703,100,100,100,100,100,100,2.882882883,7.567567568,14.68468468,22.07207207,28.01801802,36.75675676,42.52252252,48.46846847,43.51351351,87.02702703,100,100,100,100,100,100,3.153153153,10.27027027,17.83783784,23.15315315,34.59459459,40.45045045,44.5045045,53.6036036
1075,0.328358209,18,7,0.001809955,0.029022276,0.010769571,0.015054001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.85714286,71.42857143,71.42857143,71.42857143,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,42.85714286,71.42857143,71.42857143,71.42857143
1081,0.358208955,484,191,0.168325792,0.082321214,0.225613672,0.165613169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.29842932,100,6.806282723,12.04188482,12.04188482,23.03664921,40.83769634,49.21465969,55.4973822,73.29842932,0,0,0,0,0,100,100,100,6.806282723,12.04188482,12.04188482,16.7539267,37.69633508,43.97905759,49.7382199,55.4973822
1093,0.388059701,105,48,0.038914027,0.12102149,0.039642477,0.25265562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,52.08333333,62.5,62.5,79.16666667,79.16666667,0,0,0,0,0,0,0,0,0,0,18.75,52.08333333,62.5,79.16666667,79.16666667,79.16666667
1109,0.850746269,80,31,0.023529412,0.154852047,0.108370909,0.107041104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.70967742,38.70967742,38.70967742,48.38709677,70.96774194,74.19354839,80.64516129,80.64516129,0,0,0,0,0,0,0,0,35.48387097,38.70967742,38.70967742,38.70967742,38.70967742,48.38709677,70.96774194,70.96774194
1123,0.805970149,73,27,0.019909502,0.103674268,0.126112235,0.050070006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.03703704,62.96296296,62.96296296,66.66666667,74.07407407,74.07407407,74.07407407,0,0,0,0,0,0,0,100,0,0,25.92592593,62.96296296,62.96296296,62.96296296,66.66666667,70.37037037
1125,0.313432836,694,281,0.249773756,0.081833488,0.256626305,0.20096287,0,0,0,0,0,0,100,100,0,0,0,0,13.87900356,100,100,100,0,7.117437722,9.608540925,13.16725979,14.59074733,20.99644128,23.84341637,30.60498221,0,0,0,0,100,100,100,100,3.558718861,9.252669039,9.608540925,13.16725979,14.59074733,22.41992883,23.84341637,30.60498221
2068,0.034482759,0,0,0,0,3.10E-05,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2090,0.24137931,119,54,0.41221374,0.0468877,0.195833716,0.053585943,0,27.77777778,100,100,100,100,100,100,0,27.77777778,100,100,100,100,100,100,9.259259259,38.88888889,79.62962963,100,100,100,100,100,0,27.77777778,100,100,100,100,100,100,7.407407407,44.44444444,81.48148148,100,100,100,100,100
2110,0.172413793,9,4,0.030534351,0.007646836,0.044922001,0.012234938,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,50,75,100,100,100,100,100,0,0,0,100,100,100,100,100,0,25,75,100,100,100,100,100
2122,0.344827586,61,25,0.190839695,0.053079316,0.163346026,0.042463453,0,0,80,100,100,100,100,100,0,0,100,100,100,100,100,100,52,80,92,100,100,100,100,100,0,0,36,100,100,100,100,100,44,80,92,100,100,100,100,100
2195,0.655172414,4,1,0.007633588,0.072153951,0.016817591,0.030380611,0,0,0,100,100,100,100,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,100,100
2220,0.310344828,1,0,0,0,0.021547512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2230,0.068965517,-999,-999,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2275,0.517241379,0,0,0,0,0.009894622,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4003,0.6,405,162,0.01370711,0.22596884,0.087697292,0.220543649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,6.172839506,6.172839506,6.790123457,18.51851852,24.69135802,30.24691358,0,0,0,0,0,0,0,0,0,0,0,6.172839506,6.172839506,6.172839506,6.172839506,6.172839506
4019,0.466666667,3469,1369,0.120445702,0.181381259,0.55867506,0.241623854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899196494,7.012417823,12.85609934,17.53104456,21.76771366,26.58875091,30.67932798,36.88823959,0,0,0,0,0,0,0,0,0,3.214024836,5.332359386,8.400292184,11.32213294,14.68224982,18.04236669,20.59897736
4025,0.066666667,376,148,0.012469048,0,0.016137592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.432432432,10.81081081,22.97297297,27.02702703,29.05405405,35.13513514,0,0,0,0,0,0,0,0,0,0,0,0,3.378378378,7.432432432,8.108108108,14.18918919
5003,0.733333333,37,17,0.042780749,0.083007937,0.134058384,0.068213051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,47.05882353,47.05882353,47.05882353,52.94117647,52.94117647,82.35294118,0,0,0,0,0,0,0,100,0,0,23.52941176,47.05882353,47.05882353,47.05882353,52.94117647,64.70588235
5005,0.04,11,4,0.00802139,0,0.01194866,0.002107021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
5007,0.026666667,744,295,0.786096257,0.003646177,0.059815529,0.096375863,0,0,0,30.50847458,100,100,100,100,0,0,0,0,0,0,0,37.28813559,0,0,0,7.118644068,17.28813559,25.76271186,32.88135593,50.84745763,0,0,0,0,0,0,0,0,0,0,2.711864407,13.22033898,25.42372881,34.23728814,49.49152542,57.96610169
5015,0.24,62,24,0.061497326,0.027891606,0.057873919,0.071184102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,54.16666667,54.16666667,75,75,91.66666667,0,0,0,0,0,0,0,0,0,0,54.16666667,54.16666667,54.16666667,75,75,91.66666667
5019,0.546666667,20,9,0.021390374,0.02971404,0.108352748,0.029700125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,55.55555556,77.77777778,100,0,0,0,0,0,0,0,100,0,0,0,0,22.22222222,55.55555556,66.66666667,77.77777778
5023,0.013333333,41,15,0.037433155,0.000556737,0,0.047112513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,53.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,46.66666667
5025,0.186666667,13,6,0.013368984,0.018203717,0.010917642,0.059313082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,66.66666667,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,50,50,66.66666667,66.66666667
5029,0.493333333,37,15,0.037433155,0.048179707,0.090839774,0.058236793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66666667,26.66666667,53.33333333,66.66666667,80,0,0,0,0,0,0,0,100,0,0,0,26.66666667,26.66666667,46.66666667,53.33333333,66.66666667
5031,0.6,112,49,0.128342246,0.037744783,0.574363462,0.035265277,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,20.40816327,20.40816327,46.93877551,59.18367347,61.2244898,77.55102041,85.71428571,0,0,0,100,100,100,100,100,0,16.32653061,20.40816327,30.6122449,48.97959184,59.18367347,67.34693878,85.71428571
5043,0.586666667,30,12,0.029411765,0.051831411,0.09576433,0.052002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,33.33333333,41.66666667,58.33333333,66.66666667,0,0,0,0,0,0,0,100,0,0,0,33.33333333,33.33333333,41.66666667,50,66.66666667
5055,0.213333333,31,13,0.032085561,0.008019124,0.083610147,0.019683295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538,15.38461538,15.38461538,46.15384615,69.23076923,84.61538462,0,0,0,0,0,0,0,100,0,0,15.38461538,15.38461538,15.38461538,30.76923077,53.84615385,76.92307692
5059,0.653333333,841,373,0.994652406,1,0.196327936,1,0,61.39410188,100,100,100,100,100,100,80.96514745,100,100,100,100,100,100,100,74.26273458,100,100,100,100,100,100,100,0,0,0,0,22.78820375,100,100,100,74.26273458,100,100,100,100,100,100,100
5061,0.84,44,19,0.048128342,0.163516095,0.099335684,0.121705422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,36.84210526,68.42105263,100,100,100,100,0,0,0,0,0,0,0,100,0,0,31.57894737,68.42105263,100,100,100,100
